Filename,Corpus,<# untagged words>,<# no-rules words>,<# tags>,<# words>,<# tokens>
SF The Presidio Travelodge (304)_3999,HotelReviews,100.0,0.0,130,130,276
SF The Presidio Travelodge (304)_3895,HotelReviews,100.0,0.0,23,21,47
Chicago Radisson Blu Aqua (330)_3074,HotelReviews,100.0,0.0,116,116,243
Madison Concourse Hotel (337)_2519,HotelReviews,100.0,0.0,111,109,235
SF The Presidio Travelodge (304)_3877,HotelReviews,100.0,0.0,55,55,116
Chicago The Talbott (309)_2690,HotelReviews,100.0,0.0,78,78,166
SF The Presidio Travelodge (304)_3862,HotelReviews,100.0,0.0,153,151,328
NY The Surrey (300)_4924,HotelReviews,100.0,0.0,39,38,83
Madison Concourse Hotel (337)_2581,HotelReviews,100.0,0.0,368,368,786
Chicago Radisson Blu Aqua (330)_2999,HotelReviews,100.0,0.0,254,254,520
SF The Presidio Travelodge (304)_3858,HotelReviews,100.0,0.0,148,148,314
NY The Surrey (300)_4862,HotelReviews,100.0,0.0,69,69,146
NY The Surrey (300)_5057,HotelReviews,100.0,0.0,333,330,704
Madison Concourse Hotel (337)_2282,HotelReviews,100.0,0.0,84,84,179
NY TRYP by Windham Times Square (200)_5256,HotelReviews,100.0,0.0,161,160,338
NY The Surrey (300)_5047,HotelReviews,100.0,0.0,243,242,514
SF Renaissance Stanford Court (306)_4402,HotelReviews,100.0,0.0,102,100,215
Chicago Radisson Blu Aqua (330)_3310,HotelReviews,100.0,0.0,368,350,790
Madison DoubleTree (255)_2083,HotelReviews,100.0,0.0,112,112,236
Madison HotelRED (69)_2617,HotelReviews,100.0,0.0,40,39,88
Chicago Radisson Blu Aqua (330)_3188,HotelReviews,100.0,0.0,352,341,743
Chicago Radisson Blu Aqua (330)_2989,HotelReviews,100.0,0.0,107,107,231
Madison Concourse Hotel (337)_2523,HotelReviews,100.0,0.0,80,80,172
NY The Surrey (300)_5025,HotelReviews,100.0,0.0,190,189,413
SF  The Chancellor (303)_3678,HotelReviews,100.0,0.0,114,114,241
Chicago The Talbott (309)_2938,HotelReviews,100.0,0.0,71,68,148
Chicago - La Quinta Inn & Suites (235)_3539,HotelReviews,100.0,0.0,120,111,260
SF The Presidio Travelodge (304)_3955,HotelReviews,100.0,0.0,591,578,1246
SF Renaissance Stanford Court (306)_4287,HotelReviews,100.0,0.0,14,14,33
Chicago The Talbott (309)_2752,HotelReviews,100.0,0.0,51,51,108
NY The Iroquois (300)_4693,HotelReviews,100.0,0.0,130,130,280
SF The Presidio Travelodge (304)_4103,HotelReviews,100.0,0.0,235,234,489
Chicago The Talbott (309)_2749,HotelReviews,100.0,0.0,275,273,576
NY The Surrey (300)_4800,HotelReviews,100.0,0.0,255,255,528
NY TRYP by Windham Times Square (200)_5203,HotelReviews,100.0,0.0,52,52,108
SF Renaissance Stanford Court (306)_4425,HotelReviews,100.0,0.0,95,93,197
Chicago The Talbott (309)_2776,HotelReviews,100.0,0.0,160,158,339
NY The Iroquois (300)_4574,HotelReviews,100.0,0.0,78,78,164
NY The Surrey (300)_5011,HotelReviews,100.0,0.0,69,69,145
NY The Iroquois (300)_4686,HotelReviews,100.0,0.0,82,81,176
NY TRYP by Windham Times Square (200)_5147,HotelReviews,100.0,0.0,47,47,100
NY The Surrey (300)_4798,HotelReviews,100.0,0.0,471,450,974
Madison Concourse Hotel (337)_2271,HotelReviews,100.0,0.0,77,77,164
NY TRYP by Windham Times Square (200)_5194,HotelReviews,100.0,0.0,93,93,199
NY The Iroquois (300)_4599,HotelReviews,100.0,0.0,105,102,219
SF  The Chancellor (303)_3563,HotelReviews,100.0,0.0,153,152,324
SF Renaissance Stanford Court (306)_4185,HotelReviews,100.0,0.0,283,275,587
NY The Surrey (300)_4849,HotelReviews,100.0,0.0,69,65,149
SF The Presidio Travelodge (304)_4125,HotelReviews,100.0,0.0,54,53,112
NY TRYP by Windham Times Square (200)_5130,HotelReviews,100.0,0.0,140,138,295
Chicago - La Quinta Inn & Suites (235)_3433,HotelReviews,100.0,0.0,47,47,99
SF The Presidio Travelodge (304)_3983,HotelReviews,100.0,0.0,109,109,235
NY TRYP by Windham Times Square (200)_5107,HotelReviews,100.0,0.0,43,43,96
SF Renaissance Stanford Court (306)_4336,HotelReviews,100.0,0.0,71,70,151
Madison DoubleTree (255)_2187,HotelReviews,100.0,0.0,73,73,153
NY The Iroquois (300)_4709,HotelReviews,100.0,0.0,48,48,102
Madison Concourse Hotel (337)_2280,HotelReviews,100.0,0.0,75,75,157
NY The Iroquois (300)_4721,HotelReviews,100.0,0.0,151,150,319
SF The Presidio Travelodge (304)_3938,HotelReviews,100.0,0.0,57,51,119
NY The Iroquois (300)_4473,HotelReviews,100.0,0.0,52,52,113
Chicago - La Quinta Inn & Suites (235)_3327,HotelReviews,100.0,0.0,556,545,1166
Madison Concourse Hotel (337)_2295,HotelReviews,100.0,0.0,143,143,300
Chicago The Talbott (309)_2716,HotelReviews,100.0,0.0,138,137,288
Madison DoubleTree (255)_2136,HotelReviews,100.0,0.0,497,496,1033
Madison Concourse Hotel (337)_2371,HotelReviews,100.0,0.0,19,19,39
Madison Concourse Hotel (337)_2392,HotelReviews,100.0,0.0,179,179,374
Chicago The Talbott (309)_2966,HotelReviews,100.0,0.0,92,91,195
SF  The Chancellor (303)_3648,HotelReviews,100.0,0.0,147,145,315
NY The Surrey (300)_5026,HotelReviews,100.0,0.0,53,51,111
SF Renaissance Stanford Court (306)_4337,HotelReviews,100.0,0.0,69,69,147
SF The Presidio Travelodge (304)_4080,HotelReviews,100.0,0.0,48,48,101
SF Renaissance Stanford Court (306)_4380,HotelReviews,100.0,0.0,48,46,100
Madison HotelRED (69)_2615,HotelReviews,100.0,0.0,55,54,118
Chicago The Talbott (309)_2784,HotelReviews,100.0,0.0,154,150,327
NY The Surrey (300)_4770,HotelReviews,100.0,0.0,107,107,228
SF Renaissance Stanford Court (306)_4284,HotelReviews,100.0,0.0,80,79,169
SF  The Chancellor (303)_3791,HotelReviews,100.0,0.0,199,198,421
Chicago - La Quinta Inn & Suites (235)_3411,HotelReviews,100.0,0.0,218,215,463
NY The Iroquois (300)_4730,HotelReviews,100.0,0.0,81,81,175
NY The Iroquois (300)_4713,HotelReviews,100.0,0.0,158,158,331
Madison DoubleTree (255)_2208,HotelReviews,100.0,0.0,37,37,82
Chicago Radisson Blu Aqua (330)_3202,HotelReviews,100.0,0.0,204,203,430
NY The Surrey (300)_4840,HotelReviews,100.0,0.0,153,150,327
Chicago Radisson Blu Aqua (330)_3161,HotelReviews,100.0,0.0,174,172,366
Chicago Radisson Blu Aqua (330)_3054,HotelReviews,100.0,0.0,80,79,173
SF Renaissance Stanford Court (306)_4344,HotelReviews,100.0,0.0,308,306,639
SF Renaissance Stanford Court (306)_4452,HotelReviews,100.0,0.0,61,61,128
Chicago The Talbott (309)_2960,HotelReviews,100.0,0.0,137,134,294
SF  The Chancellor (303)_3639,HotelReviews,100.0,0.0,250,249,523
Madison HotelRED (69)_2667,HotelReviews,100.0,0.0,78,78,165
SF The Presidio Travelodge (304)_4079,HotelReviews,100.0,0.0,62,62,136
Chicago The Talbott (309)_2884,HotelReviews,100.0,0.0,52,52,115
SF Renaissance Stanford Court (306)_4234,HotelReviews,100.0,0.0,74,74,157
SF Renaissance Stanford Court (306)_4438,HotelReviews,100.0,0.0,142,142,296
Madison Concourse Hotel (337)_2359,HotelReviews,100.0,0.0,138,137,288
SF  The Chancellor (303)_3691,HotelReviews,100.0,0.0,45,45,95
Chicago - La Quinta Inn & Suites (235)_3472,HotelReviews,100.0,0.0,220,220,460
NY The Surrey (300)_4856,HotelReviews,100.0,0.0,165,161,349
Madison DoubleTree (255)_2223,HotelReviews,100.0,0.0,42,42,91
NY The Surrey (300)_4977,HotelReviews,100.0,0.0,70,68,145
Chicago Radisson Blu Aqua (330)_3302,HotelReviews,100.0,0.0,47,47,102
SF The Presidio Travelodge (304)_3898,HotelReviews,100.0,0.0,41,41,88
SF  The Chancellor (303)_3699,HotelReviews,100.0,0.0,56,56,117
Chicago The Talbott (309)_2736,HotelReviews,100.0,0.0,67,67,145
SF The Presidio Travelodge (304)_3911,HotelReviews,100.0,0.0,56,56,115
NY The Iroquois (300)_4603,HotelReviews,100.0,0.0,172,170,368
SF  The Chancellor (303)_3843,HotelReviews,100.0,0.0,97,97,209
NY TRYP by Windham Times Square (200)_5220,HotelReviews,100.0,0.0,196,193,410
SF Renaissance Stanford Court (306)_4202,HotelReviews,100.0,0.0,135,134,288
Madison DoubleTree (255)_2264,HotelReviews,100.0,0.0,58,57,124
NY The Iroquois (300)_4661,HotelReviews,100.0,0.0,123,123,264
Madison Concourse Hotel (337)_2507,HotelReviews,100.0,0.0,109,100,235
Chicago Radisson Blu Aqua (330)_3257,HotelReviews,100.0,0.0,305,305,648
Madison DoubleTree (255)_2179,HotelReviews,100.0,0.0,48,48,103
SF  The Chancellor (303)_3821,HotelReviews,100.0,0.0,114,112,238
Madison DoubleTree (255)_2020,HotelReviews,100.0,0.0,108,108,231
Chicago Radisson Blu Aqua (330)_3260,HotelReviews,100.0,0.0,140,140,294
Chicago - La Quinta Inn & Suites (235)_3518,HotelReviews,100.0,0.0,492,491,1052
Chicago - La Quinta Inn & Suites (235)_3342,HotelReviews,100.0,0.0,83,83,186
NY The Surrey (300)_5012,HotelReviews,100.0,0.0,66,66,137
NY TRYP by Windham Times Square (200)_5113,HotelReviews,100.0,0.0,121,121,255
Chicago Radisson Blu Aqua (330)_3143,HotelReviews,100.0,0.0,127,127,270
NY The Surrey (300)_4906,HotelReviews,100.0,0.0,275,273,591
Chicago The Talbott (309)_2796,HotelReviews,100.0,0.0,122,122,251
SF Renaissance Stanford Court (306)_4448,HotelReviews,100.0,0.0,303,303,636
SF The Presidio Travelodge (304)_3914,HotelReviews,100.0,0.0,55,54,115
Madison DoubleTree (255)_2035,HotelReviews,100.0,0.0,77,77,162
SF Renaissance Stanford Court (306)_4413,HotelReviews,100.0,0.0,168,168,350
SF The Presidio Travelodge (304)_4131,HotelReviews,100.0,0.0,28,28,59
SF The Presidio Travelodge (304)_3973,HotelReviews,100.0,0.0,61,61,131
SF The Presidio Travelodge (304)_3910,HotelReviews,100.0,0.0,85,84,183
SF  The Chancellor (303)_3693,HotelReviews,100.0,0.0,106,106,218
Chicago - La Quinta Inn & Suites (235)_3450,HotelReviews,100.0,0.0,49,49,105
Madison Concourse Hotel (337)_2384,HotelReviews,100.0,0.0,92,91,193
NY TRYP by Windham Times Square (200)_5071,HotelReviews,100.0,0.0,78,75,165
NY The Surrey (300)_4801,HotelReviews,100.0,0.0,297,297,624
NY TRYP by Windham Times Square (200)_5261,HotelReviews,100.0,0.0,138,127,294
NY The Iroquois (300)_4590,HotelReviews,100.0,0.0,171,170,351
SF  The Chancellor (303)_3749,HotelReviews,100.0,0.0,61,61,128
Madison Concourse Hotel (337)_2461,HotelReviews,100.0,0.0,65,65,139
SF Renaissance Stanford Court (306)_4306,HotelReviews,100.0,0.0,54,54,118
Madison DoubleTree (255)_2044,HotelReviews,100.0,0.0,118,113,246
Chicago Radisson Blu Aqua (330)_3274,HotelReviews,100.0,0.0,280,278,584
SF  The Chancellor (303)_3554,HotelReviews,100.0,0.0,53,53,113
Chicago - La Quinta Inn & Suites (235)_3319,HotelReviews,100.0,0.0,48,48,98
Chicago - La Quinta Inn & Suites (235)_3345,HotelReviews,100.0,0.0,239,236,507
Chicago Radisson Blu Aqua (330)_3095,HotelReviews,100.0,0.0,132,132,278
SF Renaissance Stanford Court (306)_4160,HotelReviews,100.0,0.0,262,261,547
Chicago - La Quinta Inn & Suites (235)_3376,HotelReviews,100.0,0.0,262,259,547
Chicago - La Quinta Inn & Suites (235)_3495,HotelReviews,100.0,0.0,271,270,571
Chicago Radisson Blu Aqua (330)_3190,HotelReviews,100.0,0.0,21,21,45
Madison Concourse Hotel (337)_2450,HotelReviews,100.0,0.0,70,70,148
Chicago Radisson Blu Aqua (330)_3223,HotelReviews,100.0,0.0,727,722,1565
NY The Iroquois (300)_4537,HotelReviews,100.0,0.0,196,196,410
SF  The Chancellor (303)_3733,HotelReviews,100.0,0.0,57,57,123
SF Renaissance Stanford Court (306)_4423,HotelReviews,100.0,0.0,69,69,147
NY The Surrey (300)_4908,HotelReviews,100.0,0.0,217,212,466
Madison DoubleTree (255)_2123,HotelReviews,100.0,0.0,86,86,179
Chicago - La Quinta Inn & Suites (235)_3430,HotelReviews,100.0,0.0,69,69,145
NY TRYP by Windham Times Square (200)_5230,HotelReviews,100.0,0.0,434,431,905
Chicago Radisson Blu Aqua (330)_3298,HotelReviews,100.0,0.0,141,141,302
NY The Surrey (300)_4858,HotelReviews,100.0,0.0,31,31,71
Madison HotelRED (69)_2623,HotelReviews,100.0,0.0,507,503,1065
Chicago The Talbott (309)_2948,HotelReviews,100.0,0.0,89,89,188
SF The Presidio Travelodge (304)_4117,HotelReviews,100.0,0.0,228,227,482
NY TRYP by Windham Times Square (200)_5218,HotelReviews,100.0,0.0,92,92,197
NY The Surrey (300)_5003,HotelReviews,100.0,0.0,34,34,72
Madison DoubleTree (255)_2016,HotelReviews,100.0,0.0,154,151,328
Madison Concourse Hotel (337)_2458,HotelReviews,100.0,0.0,53,53,113
Madison DoubleTree (255)_2163,HotelReviews,100.0,0.0,54,53,115
NY The Surrey (300)_4882,HotelReviews,100.0,0.0,171,171,357
Chicago The Talbott (309)_2897,HotelReviews,100.0,0.0,128,125,271
SF The Presidio Travelodge (304)_4120,HotelReviews,100.0,0.0,35,35,78
Chicago - La Quinta Inn & Suites (235)_3520,HotelReviews,100.0,0.0,87,87,187
SF Renaissance Stanford Court (306)_4229,HotelReviews,100.0,0.0,180,179,382
SF Renaissance Stanford Court (306)_4232,HotelReviews,100.0,0.0,155,155,323
Madison DoubleTree (255)_2225,HotelReviews,100.0,0.0,34,34,72
Chicago - La Quinta Inn & Suites (235)_3358,HotelReviews,100.0,0.0,177,173,381
NY The Iroquois (300)_4645,HotelReviews,100.0,0.0,104,103,218
SF Renaissance Stanford Court (306)_4158,HotelReviews,100.0,0.0,101,100,213
SF  The Chancellor (303)_3805,HotelReviews,100.0,0.0,131,129,277
Chicago Radisson Blu Aqua (330)_3243,HotelReviews,100.0,0.0,80,80,169
NY TRYP by Windham Times Square (200)_5129,HotelReviews,100.0,0.0,425,422,908
Chicago - La Quinta Inn & Suites (235)_3440,HotelReviews,100.0,0.0,157,155,334
Chicago The Talbott (309)_2928,HotelReviews,100.0,0.0,370,367,771
Chicago Radisson Blu Aqua (330)_3154,HotelReviews,100.0,0.0,137,136,284
NY TRYP by Windham Times Square (200)_5065,HotelReviews,100.0,0.0,642,637,1354
Chicago Radisson Blu Aqua (330)_3116,HotelReviews,100.0,0.0,189,188,402
NY The Surrey (300)_5048,HotelReviews,100.0,0.0,26,26,56
SF Renaissance Stanford Court (306)_4216,HotelReviews,100.0,0.0,95,95,201
SF  The Chancellor (303)_3630,HotelReviews,100.0,0.0,143,142,305
SF Renaissance Stanford Court (306)_4389,HotelReviews,100.0,0.0,147,138,311
Chicago The Talbott (309)_2689,HotelReviews,100.0,0.0,127,127,276
SF  The Chancellor (303)_3716,HotelReviews,100.0,0.0,234,226,488
Chicago The Talbott (309)_2862,HotelReviews,100.0,0.0,143,143,299
Madison DoubleTree (255)_2085,HotelReviews,100.0,0.0,90,90,195
Madison Concourse Hotel (337)_2395,HotelReviews,100.0,0.0,158,150,329
Chicago - La Quinta Inn & Suites (235)_3423,HotelReviews,100.0,0.0,167,166,367
NY The Iroquois (300)_4555,HotelReviews,100.0,0.0,60,60,129
Chicago The Talbott (309)_2790,HotelReviews,100.0,0.0,60,60,129
SF Renaissance Stanford Court (306)_4288,HotelReviews,100.0,0.0,118,118,246
Chicago The Talbott (309)_2746,HotelReviews,100.0,0.0,97,97,209
Madison HotelRED (69)_2635,HotelReviews,100.0,0.0,140,140,292
SF  The Chancellor (303)_3555,HotelReviews,100.0,0.0,41,39,85
SF Renaissance Stanford Court (306)_4276,HotelReviews,100.0,0.0,278,276,587
NY TRYP by Windham Times Square (200)_5176,HotelReviews,100.0,0.0,48,48,102
NY TRYP by Windham Times Square (200)_5119,HotelReviews,100.0,0.0,86,85,184
Chicago Radisson Blu Aqua (330)_3031,HotelReviews,100.0,0.0,205,205,440
Chicago - La Quinta Inn & Suites (235)_3477,HotelReviews,100.0,0.0,63,62,140
Chicago The Talbott (309)_2764,HotelReviews,100.0,0.0,343,342,736
Chicago Radisson Blu Aqua (330)_3091,HotelReviews,100.0,0.0,216,214,453
Chicago Radisson Blu Aqua (330)_3281,HotelReviews,100.0,0.0,65,65,146
NY The Iroquois (300)_4621,HotelReviews,100.0,0.0,77,75,166
NY TRYP by Windham Times Square (200)_5209,HotelReviews,100.0,0.0,96,96,206
SF  The Chancellor (303)_3655,HotelReviews,100.0,0.0,308,308,657
Chicago Radisson Blu Aqua (330)_3093,HotelReviews,100.0,0.0,236,228,503
SF  The Chancellor (303)_3761,HotelReviews,100.0,0.0,127,119,270
NY The Iroquois (300)_4469,HotelReviews,100.0,0.0,51,50,108
SF  The Chancellor (303)_3777,HotelReviews,100.0,0.0,118,118,248
NY TRYP by Windham Times Square (200)_5070,HotelReviews,100.0,0.0,146,146,303
SF  The Chancellor (303)_3692,HotelReviews,100.0,0.0,73,72,155
SF  The Chancellor (303)_3737,HotelReviews,100.0,0.0,210,206,437
Madison Concourse Hotel (337)_2429,HotelReviews,100.0,0.0,59,59,123
Chicago The Talbott (309)_2843,HotelReviews,100.0,0.0,102,102,215
Chicago The Talbott (309)_2835,HotelReviews,100.0,0.0,22,22,48
SF Renaissance Stanford Court (306)_4428,HotelReviews,100.0,0.0,178,175,377
NY The Iroquois (300)_4508,HotelReviews,100.0,0.0,39,39,84
NY The Surrey (300)_4766,HotelReviews,100.0,0.0,122,121,264
NY The Iroquois (300)_4531,HotelReviews,100.0,0.0,46,46,98
NY The Iroquois (300)_4511,HotelReviews,100.0,0.0,31,31,71
Madison Concourse Hotel (337)_2286,HotelReviews,100.0,0.0,191,191,406
Madison DoubleTree (255)_2049,HotelReviews,100.0,0.0,265,264,554
NY The Surrey (300)_4872,HotelReviews,100.0,0.0,161,161,337
NY The Surrey (300)_4815,HotelReviews,100.0,0.0,101,101,210
Madison DoubleTree (255)_2072,HotelReviews,100.0,0.0,32,31,68
SF The Presidio Travelodge (304)_3947,HotelReviews,100.0,0.0,47,47,104
Madison DoubleTree (255)_2147,HotelReviews,100.0,0.0,35,35,77
NY The Surrey (300)_4946,HotelReviews,100.0,0.0,131,131,281
Chicago Radisson Blu Aqua (330)_3140,HotelReviews,100.0,0.0,39,39,87
SF  The Chancellor (303)_3767,HotelReviews,100.0,0.0,344,344,715
NY The Surrey (300)_4769,HotelReviews,100.0,0.0,115,112,240
SF The Presidio Travelodge (304)_4135,HotelReviews,100.0,0.0,91,90,197
NY TRYP by Windham Times Square (200)_5077,HotelReviews,100.0,0.0,68,67,142
NY The Surrey (300)_4827,HotelReviews,100.0,0.0,31,30,69
Chicago - La Quinta Inn & Suites (235)_3508,HotelReviews,100.0,0.0,314,314,636
Chicago The Talbott (309)_2775,HotelReviews,100.0,0.0,86,82,186
SF Renaissance Stanford Court (306)_4426,HotelReviews,100.0,0.0,132,132,279
NY The Iroquois (300)_4658,HotelReviews,100.0,0.0,98,98,206
SF Renaissance Stanford Court (306)_4321,HotelReviews,100.0,0.0,66,66,143
NY The Iroquois (300)_4692,HotelReviews,100.0,0.0,20,20,45
Madison DoubleTree (255)_2246,HotelReviews,100.0,0.0,90,90,193
Madison Concourse Hotel (337)_2272,HotelReviews,100.0,0.0,134,133,286
Chicago The Talbott (309)_2962,HotelReviews,100.0,0.0,250,249,514
NY The Surrey (300)_4925,HotelReviews,100.0,0.0,145,145,301
SF Renaissance Stanford Court (306)_4292,HotelReviews,100.0,0.0,8,8,19
SF  The Chancellor (303)_3721,HotelReviews,100.0,0.0,159,158,334
Chicago The Talbott (309)_2823,HotelReviews,100.0,0.0,91,91,191
NY TRYP by Windham Times Square (200)_5135,HotelReviews,100.0,0.0,175,170,369
NY The Iroquois (300)_4715,HotelReviews,100.0,0.0,281,274,576
Chicago - La Quinta Inn & Suites (235)_3424,HotelReviews,100.0,0.0,42,42,89
SF The Presidio Travelodge (304)_4060,HotelReviews,100.0,0.0,150,150,314
NY The Surrey (300)_4901,HotelReviews,100.0,0.0,181,178,377
SF  The Chancellor (303)_3845,HotelReviews,100.0,0.0,128,127,266
NY The Iroquois (300)_4605,HotelReviews,100.0,0.0,355,354,729
Chicago - La Quinta Inn & Suites (235)_3469,HotelReviews,100.0,0.0,143,143,300
SF Renaissance Stanford Court (306)_4342,HotelReviews,100.0,0.0,404,402,844
Madison HotelRED (69)_2647,HotelReviews,100.0,0.0,45,45,97
Chicago Radisson Blu Aqua (330)_3177,HotelReviews,100.0,0.0,200,199,421
Chicago Radisson Blu Aqua (330)_3150,HotelReviews,100.0,0.0,42,42,91
Madison DoubleTree (255)_2211,HotelReviews,100.0,0.0,114,113,243
Madison Concourse Hotel (337)_2298,HotelReviews,100.0,0.0,64,64,139
SF Renaissance Stanford Court (306)_4256,HotelReviews,100.0,0.0,344,342,737
Chicago - La Quinta Inn & Suites (235)_3525,HotelReviews,100.0,0.0,499,497,1045
NY The Surrey (300)_4980,HotelReviews,100.0,0.0,293,288,617
Madison HotelRED (69)_2649,HotelReviews,100.0,0.0,66,66,140
NY TRYP by Windham Times Square (200)_5156,HotelReviews,100.0,0.0,136,135,284
SF The Presidio Travelodge (304)_4128,HotelReviews,100.0,0.0,91,91,191
Chicago Radisson Blu Aqua (330)_3100,HotelReviews,100.0,0.0,212,211,447
Madison DoubleTree (255)_2219,HotelReviews,100.0,0.0,64,64,137
Madison DoubleTree (255)_2159,HotelReviews,100.0,0.0,148,144,308
NY TRYP by Windham Times Square (200)_5211,HotelReviews,100.0,0.0,105,105,222
SF  The Chancellor (303)_3622,HotelReviews,100.0,0.0,114,111,237
SF The Presidio Travelodge (304)_3906,HotelReviews,100.0,0.0,59,58,128
Chicago - La Quinta Inn & Suites (235)_3418,HotelReviews,100.0,0.0,131,126,271
Chicago The Talbott (309)_2699,HotelReviews,100.0,0.0,42,42,96
SF  The Chancellor (303)_3677,HotelReviews,100.0,0.0,300,298,631
Chicago Radisson Blu Aqua (330)_3010,HotelReviews,100.0,0.0,121,118,260
SF Renaissance Stanford Court (306)_4352,HotelReviews,100.0,0.0,240,236,500
NY The Surrey (300)_4782,HotelReviews,100.0,0.0,60,60,128
Chicago Radisson Blu Aqua (330)_3169,HotelReviews,100.0,0.0,105,103,219
Madison Concourse Hotel (337)_2576,HotelReviews,100.0,0.0,88,88,183
SF Renaissance Stanford Court (306)_4181,HotelReviews,100.0,0.0,211,210,449
Madison Concourse Hotel (337)_2370,HotelReviews,100.0,0.0,66,66,143
Madison Concourse Hotel (337)_2498,HotelReviews,100.0,0.0,116,114,249
NY The Surrey (300)_4890,HotelReviews,100.0,0.0,91,91,190
NY The Surrey (300)_4963,HotelReviews,100.0,0.0,56,53,120
NY TRYP by Windham Times Square (200)_5263,HotelReviews,100.0,0.0,93,91,198
SF Renaissance Stanford Court (306)_4373,HotelReviews,100.0,0.0,120,119,252
NY TRYP by Windham Times Square (200)_5234,HotelReviews,100.0,0.0,253,243,523
NY The Iroquois (300)_4479,HotelReviews,100.0,0.0,95,95,199
NY The Iroquois (300)_4708,HotelReviews,100.0,0.0,153,153,319
SF Renaissance Stanford Court (306)_4301,HotelReviews,100.0,0.0,71,71,156
NY TRYP by Windham Times Square (200)_5167,HotelReviews,100.0,0.0,62,62,131
NY The Surrey (300)_4793,HotelReviews,100.0,0.0,347,347,724
Chicago Radisson Blu Aqua (330)_3072,HotelReviews,100.0,0.0,395,395,822
Madison DoubleTree (255)_2262,HotelReviews,100.0,0.0,71,70,149
NY The Iroquois (300)_4561,HotelReviews,100.0,0.0,49,49,106
Chicago Radisson Blu Aqua (330)_3189,HotelReviews,100.0,0.0,39,39,84
Chicago Radisson Blu Aqua (330)_3270,HotelReviews,100.0,0.0,125,125,259
Madison Concourse Hotel (337)_2465,HotelReviews,100.0,0.0,33,33,73
SF Renaissance Stanford Court (306)_4459,HotelReviews,100.0,0.0,287,286,594
Chicago - La Quinta Inn & Suites (235)_3333,HotelReviews,100.0,0.0,32,31,70
SF Renaissance Stanford Court (306)_4170,HotelReviews,100.0,0.0,61,61,128
Chicago Radisson Blu Aqua (330)_3068,HotelReviews,100.0,0.0,222,222,462
SF The Presidio Travelodge (304)_4099,HotelReviews,100.0,0.0,175,171,359
SF  The Chancellor (303)_3743,HotelReviews,100.0,0.0,108,104,224
NY The Surrey (300)_4981,HotelReviews,100.0,0.0,142,141,297
SF Renaissance Stanford Court (306)_4309,HotelReviews,100.0,0.0,140,140,294
Chicago The Talbott (309)_2729,HotelReviews,100.0,0.0,57,57,125
Chicago - La Quinta Inn & Suites (235)_3328,HotelReviews,100.0,0.0,108,108,226
NY The Surrey (300)_4935,HotelReviews,100.0,0.0,121,120,261
SF Renaissance Stanford Court (306)_4178,HotelReviews,100.0,0.0,234,234,496
Chicago - La Quinta Inn & Suites (235)_3325,HotelReviews,100.0,0.0,83,83,172
SF  The Chancellor (303)_3715,HotelReviews,100.0,0.0,54,53,114
Madison DoubleTree (255)_2169,HotelReviews,100.0,0.0,122,122,258
Madison Concourse Hotel (337)_2416,HotelReviews,100.0,0.0,103,102,220
Chicago Radisson Blu Aqua (330)_3265,HotelReviews,100.0,0.0,86,85,186
NY The Iroquois (300)_4575,HotelReviews,100.0,0.0,90,90,193
SF  The Chancellor (303)_3832,HotelReviews,100.0,0.0,397,392,859
Chicago The Talbott (309)_2950,HotelReviews,100.0,0.0,76,76,162
NY TRYP by Windham Times Square (200)_5212,HotelReviews,100.0,0.0,265,263,543
SF The Presidio Travelodge (304)_4008,HotelReviews,100.0,0.0,271,269,570
SF The Presidio Travelodge (304)_4105,HotelReviews,100.0,0.0,122,121,255
NY The Surrey (300)_4923,HotelReviews,100.0,0.0,166,161,354
NY The Surrey (300)_5006,HotelReviews,100.0,0.0,1295,1292,2670
Madison Concourse Hotel (337)_2441,HotelReviews,100.0,0.0,86,85,187
Chicago Radisson Blu Aqua (330)_3214,HotelReviews,100.0,0.0,16,16,39
SF Renaissance Stanford Court (306)_4460,HotelReviews,100.0,0.0,103,103,219
NY TRYP by Windham Times Square (200)_5134,HotelReviews,100.0,0.0,322,309,688
SF  The Chancellor (303)_3727,HotelReviews,100.0,0.0,83,80,175
Chicago The Talbott (309)_2723,HotelReviews,100.0,0.0,316,315,664
NY The Surrey (300)_4957,HotelReviews,100.0,0.0,117,117,239
Madison DoubleTree (255)_2242,HotelReviews,100.0,0.0,134,134,281
Madison Concourse Hotel (337)_2534,HotelReviews,100.0,0.0,164,164,348
NY TRYP by Windham Times Square (200)_5199,HotelReviews,100.0,0.0,151,149,314
SF  The Chancellor (303)_3598,HotelReviews,100.0,0.0,116,114,245
Madison DoubleTree (255)_2021,HotelReviews,100.0,0.0,57,57,120
Chicago - La Quinta Inn & Suites (235)_3401,HotelReviews,100.0,0.0,125,125,265
Chicago - La Quinta Inn & Suites (235)_3348,HotelReviews,100.0,0.0,177,177,376
SF Renaissance Stanford Court (306)_4204,HotelReviews,100.0,0.0,469,467,978
Chicago The Talbott (309)_2686,HotelReviews,100.0,0.0,107,106,230
SF Renaissance Stanford Court (306)_4226,HotelReviews,100.0,0.0,196,190,410
NY TRYP by Windham Times Square (200)_5191,HotelReviews,100.0,0.0,77,75,165
Chicago The Talbott (309)_2901,HotelReviews,100.0,0.0,62,62,130
NY The Iroquois (300)_4653,HotelReviews,100.0,0.0,41,41,89
