Filename,Corpus,<# untagged words>,<# no-rules words>,<# tags>,<# words>,<# tokens>
SF  The Chancellor (303)_3725,HotelReviews,100.0,0.0,126,119,262
Chicago Radisson Blu Aqua (330)_3218,HotelReviews,100.0,0.0,81,80,172
SF The Presidio Travelodge (304)_3995,HotelReviews,100.0,0.0,204,203,423
SF The Presidio Travelodge (304)_4003,HotelReviews,100.0,0.0,148,148,315
NY The Iroquois (300)_4519,HotelReviews,100.0,0.0,453,447,932
SF  The Chancellor (303)_3838,HotelReviews,100.0,0.0,175,174,365
SF The Presidio Travelodge (304)_3890,HotelReviews,100.0,0.0,113,113,239
SF Renaissance Stanford Court (306)_4171,HotelReviews,100.0,0.0,287,279,610
NY The Iroquois (300)_4464,HotelReviews,100.0,0.0,398,394,830
SF  The Chancellor (303)_3591,HotelReviews,100.0,0.0,62,61,129
Madison DoubleTree (255)_2217,HotelReviews,100.0,0.0,71,70,152
SF The Presidio Travelodge (304)_4005,HotelReviews,100.0,0.0,133,133,279
NY TRYP by Windham Times Square (200)_5165,HotelReviews,100.0,0.0,83,83,184
Madison DoubleTree (255)_2119,HotelReviews,100.0,0.0,97,94,204
Chicago - La Quinta Inn & Suites (235)_3344,HotelReviews,100.0,0.0,42,42,95
NY The Iroquois (300)_4753,HotelReviews,100.0,0.0,153,150,327
SF Renaissance Stanford Court (306)_4417,HotelReviews,100.0,0.0,70,70,145
NY The Iroquois (300)_4748,HotelReviews,100.0,0.0,45,45,96
Chicago The Talbott (309)_2777,HotelReviews,100.0,0.0,42,42,90
Madison DoubleTree (255)_2027,HotelReviews,100.0,0.0,226,226,470
Chicago Radisson Blu Aqua (330)_3008,HotelReviews,100.0,0.0,114,111,236
NY The Surrey (300)_4828,HotelReviews,100.0,0.0,293,290,620
NY TRYP by Windham Times Square (200)_5083,HotelReviews,100.0,0.0,161,160,343
SF  The Chancellor (303)_3851,HotelReviews,100.0,0.0,44,44,91
NY The Surrey (300)_4999,HotelReviews,100.0,0.0,151,151,318
NY TRYP by Windham Times Square (200)_5106,HotelReviews,100.0,0.0,182,180,380
SF The Presidio Travelodge (304)_4070,HotelReviews,100.0,0.0,109,109,231
Madison Concourse Hotel (337)_2571,HotelReviews,100.0,0.0,111,111,244
NY The Iroquois (300)_4598,HotelReviews,100.0,0.0,28,28,61
NY TRYP by Windham Times Square (200)_5206,HotelReviews,100.0,0.0,87,85,186
SF  The Chancellor (303)_3579,HotelReviews,100.0,0.0,180,180,382
Chicago - La Quinta Inn & Suites (235)_3540,HotelReviews,100.0,0.0,81,73,172
NY The Surrey (300)_4855,HotelReviews,100.0,0.0,41,41,89
SF  The Chancellor (303)_3574,HotelReviews,100.0,0.0,89,89,186
NY TRYP by Windham Times Square (200)_5248,HotelReviews,100.0,0.0,128,125,277
SF Renaissance Stanford Court (306)_4398,HotelReviews,100.0,0.0,193,193,391
Madison HotelRED (69)_2618,HotelReviews,100.0,0.0,107,107,228
SF The Presidio Travelodge (304)_3854,HotelReviews,100.0,0.0,151,151,318
Madison Concourse Hotel (337)_2383,HotelReviews,100.0,0.0,69,68,149
Chicago Radisson Blu Aqua (330)_3301,HotelReviews,100.0,0.0,84,84,183
SF Renaissance Stanford Court (306)_4451,HotelReviews,100.0,0.0,79,78,165
Madison Concourse Hotel (337)_2434,HotelReviews,100.0,0.0,145,145,306
SF The Presidio Travelodge (304)_4106,HotelReviews,100.0,0.0,128,128,273
Chicago The Talbott (309)_2937,HotelReviews,100.0,0.0,157,154,330
Madison DoubleTree (255)_2082,HotelReviews,100.0,0.0,18,18,41
Chicago - La Quinta Inn & Suites (235)_3465,HotelReviews,100.0,0.0,11,11,27
NY TRYP by Windham Times Square (200)_5153,HotelReviews,100.0,0.0,43,43,91
NY The Surrey (300)_5035,HotelReviews,100.0,0.0,229,229,485
NY TRYP by Windham Times Square (200)_5173,HotelReviews,100.0,0.0,126,126,263
SF  The Chancellor (303)_3827,HotelReviews,100.0,0.0,47,45,103
Chicago Radisson Blu Aqua (330)_2988,HotelReviews,100.0,0.0,165,164,345
NY The Iroquois (300)_4667,HotelReviews,100.0,0.0,102,102,218
SF  The Chancellor (303)_3566,HotelReviews,100.0,0.0,183,182,395
Madison Concourse Hotel (337)_2346,HotelReviews,100.0,0.0,12,12,29
NY The Surrey (300)_4886,HotelReviews,100.0,0.0,98,98,206
Madison HotelRED (69)_2614,HotelReviews,100.0,0.0,297,291,615
SF  The Chancellor (303)_3752,HotelReviews,100.0,0.0,94,94,195
NY The Surrey (300)_4771,HotelReviews,100.0,0.0,241,241,509
Chicago - La Quinta Inn & Suites (235)_3507,HotelReviews,100.0,0.0,61,61,131
Madison Concourse Hotel (337)_2422,HotelReviews,100.0,0.0,74,74,159
SF  The Chancellor (303)_3605,HotelReviews,100.0,0.0,256,250,534
SF Renaissance Stanford Court (306)_4268,HotelReviews,100.0,0.0,230,230,475
NY The Surrey (300)_4787,HotelReviews,100.0,0.0,58,53,122
Madison DoubleTree (255)_2047,HotelReviews,100.0,0.0,154,152,326
SF The Presidio Travelodge (304)_3931,HotelReviews,100.0,0.0,29,28,61
Chicago The Talbott (309)_2832,HotelReviews,100.0,0.0,92,92,193
Chicago Radisson Blu Aqua (330)_3030,HotelReviews,100.0,0.0,912,896,1938
NY The Surrey (300)_4811,HotelReviews,100.0,0.0,123,122,254
SF  The Chancellor (303)_3643,HotelReviews,100.0,0.0,66,66,140
Chicago Radisson Blu Aqua (330)_3134,HotelReviews,100.0,0.0,58,57,126
NY The Iroquois (300)_4543,HotelReviews,100.0,0.0,52,50,111
SF  The Chancellor (303)_3712,HotelReviews,100.0,0.0,181,179,388
NY The Iroquois (300)_4615,HotelReviews,100.0,0.0,71,71,149
Madison Concourse Hotel (337)_2564,HotelReviews,100.0,0.0,92,92,197
NY The Iroquois (300)_4608,HotelReviews,100.0,0.0,127,127,269
SF Renaissance Stanford Court (306)_4260,HotelReviews,100.0,0.0,174,174,366
Madison Concourse Hotel (337)_2536,HotelReviews,100.0,0.0,62,62,133
Chicago Radisson Blu Aqua (330)_3076,HotelReviews,100.0,0.0,477,474,1006
SF The Presidio Travelodge (304)_4112,HotelReviews,100.0,0.0,80,80,167
SF Renaissance Stanford Court (306)_4322,HotelReviews,100.0,0.0,131,131,282
Madison DoubleTree (255)_2120,HotelReviews,100.0,0.0,18,18,42
Madison Concourse Hotel (337)_2309,HotelReviews,100.0,0.0,75,75,156
SF  The Chancellor (303)_3638,HotelReviews,100.0,0.0,133,131,285
Chicago The Talbott (309)_2978,HotelReviews,100.0,0.0,132,132,283
Madison Concourse Hotel (337)_2480,HotelReviews,100.0,0.0,161,161,339
Madison DoubleTree (255)_2255,HotelReviews,100.0,0.0,72,71,157
NY The Iroquois (300)_4509,HotelReviews,100.0,0.0,72,71,156
Madison Concourse Hotel (337)_2319,HotelReviews,100.0,0.0,90,89,189
NY TRYP by Windham Times Square (200)_5097,HotelReviews,100.0,0.0,109,109,227
Chicago The Talbott (309)_2721,HotelReviews,100.0,0.0,68,68,142
Chicago Radisson Blu Aqua (330)_3079,HotelReviews,100.0,0.0,60,58,126
SF The Presidio Travelodge (304)_4031,HotelReviews,100.0,0.0,56,56,118
NY The Iroquois (300)_4487,HotelReviews,100.0,0.0,77,77,163
NY The Iroquois (300)_4755,HotelReviews,100.0,0.0,100,100,210
SF Renaissance Stanford Court (306)_4233,HotelReviews,100.0,0.0,344,341,723
Chicago Radisson Blu Aqua (330)_3256,HotelReviews,100.0,0.0,751,749,1559
SF Renaissance Stanford Court (306)_4331,HotelReviews,100.0,0.0,301,300,647
NY The Iroquois (300)_4589,HotelReviews,100.0,0.0,29,28,63
NY The Surrey (300)_5016,HotelReviews,100.0,0.0,364,364,777
Madison Concourse Hotel (337)_2393,HotelReviews,100.0,0.0,100,100,208
Chicago Radisson Blu Aqua (330)_3142,HotelReviews,100.0,0.0,84,84,175
Chicago Radisson Blu Aqua (330)_3125,HotelReviews,100.0,0.0,630,621,1327
Madison DoubleTree (255)_2224,HotelReviews,100.0,0.0,245,243,523
SF  The Chancellor (303)_3597,HotelReviews,100.0,0.0,84,84,181
NY The Surrey (300)_4892,HotelReviews,100.0,0.0,248,248,524
Chicago Radisson Blu Aqua (330)_3235,HotelReviews,100.0,0.0,256,256,543
Madison DoubleTree (255)_2199,HotelReviews,100.0,0.0,103,103,215
NY The Surrey (300)_5013,HotelReviews,100.0,0.0,110,108,231
Madison DoubleTree (255)_2190,HotelReviews,100.0,0.0,130,129,280
Chicago - La Quinta Inn & Suites (235)_3426,HotelReviews,100.0,0.0,70,69,152
NY The Surrey (300)_4791,HotelReviews,100.0,0.0,118,117,246
Chicago Radisson Blu Aqua (330)_3117,HotelReviews,100.0,0.0,91,91,191
Chicago The Talbott (309)_2681,HotelReviews,100.0,0.0,370,370,782
NY The Iroquois (300)_4712,HotelReviews,100.0,0.0,300,295,640
Madison DoubleTree (255)_2198,HotelReviews,100.0,0.0,82,81,172
Chicago The Talbott (309)_2768,HotelReviews,100.0,0.0,169,168,362
Chicago The Talbott (309)_2973,HotelReviews,100.0,0.0,255,254,546
SF Renaissance Stanford Court (306)_4434,HotelReviews,100.0,0.0,34,34,75
Madison Concourse Hotel (337)_2302,HotelReviews,100.0,0.0,153,150,324
Madison Concourse Hotel (337)_2444,HotelReviews,100.0,0.0,31,31,66
SF Renaissance Stanford Court (306)_4310,HotelReviews,100.0,0.0,523,520,1085
Chicago Radisson Blu Aqua (330)_3211,HotelReviews,100.0,0.0,163,163,337
SF Renaissance Stanford Court (306)_4329,HotelReviews,100.0,0.0,142,142,307
SF  The Chancellor (303)_3606,HotelReviews,100.0,0.0,94,94,194
SF  The Chancellor (303)_3848,HotelReviews,100.0,0.0,224,217,466
Madison HotelRED (69)_2636,HotelReviews,100.0,0.0,875,859,1838
Madison Concourse Hotel (337)_2338,HotelReviews,100.0,0.0,43,43,94
NY The Iroquois (300)_4699,HotelReviews,100.0,0.0,70,70,153
NY The Iroquois (300)_4741,HotelReviews,100.0,0.0,62,61,128
SF The Presidio Travelodge (304)_3956,HotelReviews,100.0,0.0,146,146,306
Chicago - La Quinta Inn & Suites (235)_3455,HotelReviews,100.0,0.0,36,36,77
NY TRYP by Windham Times Square (200)_5094,HotelReviews,100.0,0.0,46,44,98
Chicago The Talbott (309)_2678,HotelReviews,100.0,0.0,124,123,265
Chicago The Talbott (309)_2741,HotelReviews,100.0,0.0,88,88,184
SF The Presidio Travelodge (304)_4044,HotelReviews,100.0,0.0,152,152,317
SF Renaissance Stanford Court (306)_4374,HotelReviews,100.0,0.0,231,231,466
NY TRYP by Windham Times Square (200)_5233,HotelReviews,100.0,0.0,199,198,422
Madison Concourse Hotel (337)_2483,HotelReviews,100.0,0.0,133,123,278
NY The Surrey (300)_5040,HotelReviews,100.0,0.0,136,131,294
Madison Concourse Hotel (337)_2594,HotelReviews,100.0,0.0,82,82,175
NY The Surrey (300)_4969,HotelReviews,100.0,0.0,88,88,187
Chicago Radisson Blu Aqua (330)_3092,HotelReviews,100.0,0.0,355,349,757
SF Renaissance Stanford Court (306)_4167,HotelReviews,100.0,0.0,107,106,229
Chicago Radisson Blu Aqua (330)_2986,HotelReviews,100.0,0.0,63,63,134
SF  The Chancellor (303)_3776,HotelReviews,100.0,0.0,217,217,454
SF Renaissance Stanford Court (306)_4420,HotelReviews,100.0,0.0,21,21,47
Madison Concourse Hotel (337)_2578,HotelReviews,100.0,0.0,75,75,156
Chicago Radisson Blu Aqua (330)_3167,HotelReviews,100.0,0.0,385,379,809
Madison Concourse Hotel (337)_2541,HotelReviews,100.0,0.0,137,137,285
SF The Presidio Travelodge (304)_4081,HotelReviews,100.0,0.0,162,162,344
NY The Surrey (300)_5054,HotelReviews,100.0,0.0,81,81,174
NY The Iroquois (300)_4530,HotelReviews,100.0,0.0,43,42,93
Chicago The Talbott (309)_2814,HotelReviews,100.0,0.0,166,165,348
SF Renaissance Stanford Court (306)_4363,HotelReviews,100.0,0.0,159,155,344
Chicago Radisson Blu Aqua (330)_3018,HotelReviews,100.0,0.0,178,176,373
SF The Presidio Travelodge (304)_4068,HotelReviews,100.0,0.0,141,140,295
Chicago The Talbott (309)_2965,HotelReviews,100.0,0.0,134,133,289
NY TRYP by Windham Times Square (200)_5128,HotelReviews,100.0,0.0,170,163,367
NY TRYP by Windham Times Square (200)_5166,HotelReviews,100.0,0.0,50,50,108
Chicago The Talbott (309)_2828,HotelReviews,100.0,0.0,103,101,218
Chicago The Talbott (309)_2783,HotelReviews,100.0,0.0,100,100,218
NY The Iroquois (300)_4571,HotelReviews,100.0,0.0,80,80,170
NY The Surrey (300)_4875,HotelReviews,100.0,0.0,83,82,180
SF The Presidio Travelodge (304)_3972,HotelReviews,100.0,0.0,177,177,386
SF The Presidio Travelodge (304)_3889,HotelReviews,100.0,0.0,26,26,58
NY The Iroquois (300)_4580,HotelReviews,100.0,0.0,134,131,283
Madison DoubleTree (255)_2112,HotelReviews,100.0,0.0,72,72,153
SF  The Chancellor (303)_3804,HotelReviews,100.0,0.0,211,211,439
NY The Iroquois (300)_4644,HotelReviews,100.0,0.0,83,82,177
Chicago Radisson Blu Aqua (330)_3291,HotelReviews,100.0,0.0,60,60,129
Chicago - La Quinta Inn & Suites (235)_3499,HotelReviews,100.0,0.0,128,128,275
NY TRYP by Windham Times Square (200)_5109,HotelReviews,100.0,0.0,74,73,155
NY TRYP by Windham Times Square (200)_5250,HotelReviews,100.0,0.0,93,93,196
NY The Surrey (300)_4873,HotelReviews,100.0,0.0,296,293,613
SF Renaissance Stanford Court (306)_4217,HotelReviews,100.0,0.0,102,102,217
SF  The Chancellor (303)_3633,HotelReviews,100.0,0.0,68,67,150
Chicago - La Quinta Inn & Suites (235)_3457,HotelReviews,100.0,0.0,89,88,190
Chicago Radisson Blu Aqua (330)_3233,HotelReviews,100.0,0.0,1178,1169,2509
Chicago The Talbott (309)_2816,HotelReviews,100.0,0.0,102,100,218
Chicago Radisson Blu Aqua (330)_3045,HotelReviews,100.0,0.0,178,178,372
NY The Surrey (300)_5007,HotelReviews,100.0,0.0,153,148,320
SF The Presidio Travelodge (304)_4136,HotelReviews,100.0,0.0,163,162,342
NY The Iroquois (300)_4554,HotelReviews,100.0,0.0,57,56,125
NY TRYP by Windham Times Square (200)_5239,HotelReviews,100.0,0.0,181,180,376
NY The Iroquois (300)_4731,HotelReviews,100.0,0.0,222,222,469
NY The Iroquois (300)_4633,HotelReviews,100.0,0.0,817,816,1706
SF The Presidio Travelodge (304)_4102,HotelReviews,100.0,0.0,102,93,211
NY TRYP by Windham Times Square (200)_5187,HotelReviews,100.0,0.0,83,83,182
Chicago The Talbott (309)_2722,HotelReviews,100.0,0.0,183,183,388
Madison DoubleTree (255)_2229,HotelReviews,100.0,0.0,59,59,127
Madison DoubleTree (255)_2212,HotelReviews,100.0,0.0,164,163,352
SF The Presidio Travelodge (304)_4053,HotelReviews,100.0,0.0,128,127,277
Madison Concourse Hotel (337)_2548,HotelReviews,100.0,0.0,133,133,279
Madison Concourse Hotel (337)_2535,HotelReviews,100.0,0.0,140,139,300
NY The Surrey (300)_4824,HotelReviews,100.0,0.0,52,51,108
NY The Iroquois (300)_4749,HotelReviews,100.0,0.0,59,57,125
NY The Surrey (300)_5058,HotelReviews,100.0,0.0,151,151,317
SF  The Chancellor (303)_3621,HotelReviews,100.0,0.0,106,106,224
NY TRYP by Windham Times Square (200)_5114,HotelReviews,100.0,0.0,41,41,88
Madison Concourse Hotel (337)_2356,HotelReviews,100.0,0.0,38,38,82
Chicago - La Quinta Inn & Suites (235)_3357,HotelReviews,100.0,0.0,168,168,356
SF  The Chancellor (303)_3672,HotelReviews,100.0,0.0,182,180,378
SF The Presidio Travelodge (304)_4074,HotelReviews,100.0,0.0,141,141,293
Chicago The Talbott (309)_2709,HotelReviews,100.0,0.0,184,184,382
Madison Concourse Hotel (337)_2598,HotelReviews,100.0,0.0,184,183,384
NY The Surrey (300)_4879,HotelReviews,100.0,0.0,57,55,120
Madison Concourse Hotel (337)_2326,HotelReviews,100.0,0.0,56,56,118
SF The Presidio Travelodge (304)_3893,HotelReviews,100.0,0.0,63,63,133
Madison DoubleTree (255)_2240,HotelReviews,100.0,0.0,39,39,83
Chicago Radisson Blu Aqua (330)_3277,HotelReviews,100.0,0.0,568,533,1199
Chicago - La Quinta Inn & Suites (235)_3380,HotelReviews,100.0,0.0,58,58,123
NY The Iroquois (300)_4510,HotelReviews,100.0,0.0,80,78,177
Chicago The Talbott (309)_2821,HotelReviews,100.0,0.0,56,56,124
Madison Concourse Hotel (337)_2462,HotelReviews,100.0,0.0,88,84,189
SF The Presidio Travelodge (304)_3994,HotelReviews,100.0,0.0,29,28,64
SF Renaissance Stanford Court (306)_4416,HotelReviews,100.0,0.0,418,416,878
Madison Concourse Hotel (337)_2524,HotelReviews,100.0,0.0,291,288,611
NY The Surrey (300)_4897,HotelReviews,100.0,0.0,153,152,331
SF The Presidio Travelodge (304)_3993,HotelReviews,100.0,0.0,44,44,94
SF  The Chancellor (303)_3718,HotelReviews,100.0,0.0,220,220,465
Chicago - La Quinta Inn & Suites (235)_3318,HotelReviews,100.0,0.0,124,123,260
SF  The Chancellor (303)_3702,HotelReviews,100.0,0.0,190,189,398
NY TRYP by Windham Times Square (200)_5204,HotelReviews,100.0,0.0,390,385,816
SF  The Chancellor (303)_3641,HotelReviews,100.0,0.0,128,128,268
Chicago The Talbott (309)_2879,HotelReviews,100.0,0.0,79,79,171
Chicago The Talbott (309)_2919,HotelReviews,100.0,0.0,143,141,299
SF Renaissance Stanford Court (306)_4241,HotelReviews,100.0,0.0,135,134,288
NY The Iroquois (300)_4761,HotelReviews,100.0,0.0,128,128,271
NY The Iroquois (300)_4750,HotelReviews,100.0,0.0,61,61,130
NY The Surrey (300)_4913,HotelReviews,100.0,0.0,127,126,264
Madison Concourse Hotel (337)_2283,HotelReviews,100.0,0.0,101,100,204
Madison Concourse Hotel (337)_2328,HotelReviews,100.0,0.0,114,114,244
SF The Presidio Travelodge (304)_3859,HotelReviews,100.0,0.0,187,187,391
NY The Iroquois (300)_4674,HotelReviews,100.0,0.0,124,124,258
Chicago The Talbott (309)_2696,HotelReviews,100.0,0.0,126,125,272
Madison DoubleTree (255)_2161,HotelReviews,100.0,0.0,59,56,123
NY The Surrey (300)_4942,HotelReviews,100.0,0.0,36,36,74
SF  The Chancellor (303)_3834,HotelReviews,100.0,0.0,146,144,312
SF  The Chancellor (303)_3739,HotelReviews,100.0,0.0,235,235,492
Madison DoubleTree (255)_2036,HotelReviews,100.0,0.0,78,77,165
Madison DoubleTree (255)_2116,HotelReviews,100.0,0.0,169,166,353
SF The Presidio Travelodge (304)_3902,HotelReviews,100.0,0.0,28,28,59
SF The Presidio Travelodge (304)_4092,HotelReviews,100.0,0.0,58,57,123
NY TRYP by Windham Times Square (200)_5215,HotelReviews,100.0,0.0,50,50,106
NY The Iroquois (300)_4751,HotelReviews,100.0,0.0,191,187,398
NY The Surrey (300)_4922,HotelReviews,100.0,0.0,82,82,174
Chicago The Talbott (309)_2865,HotelReviews,100.0,0.0,78,78,169
Chicago Radisson Blu Aqua (330)_3309,HotelReviews,100.0,0.0,75,75,158
SF  The Chancellor (303)_3603,HotelReviews,100.0,0.0,76,76,159
SF Renaissance Stanford Court (306)_4173,HotelReviews,100.0,0.0,49,49,104
SF The Presidio Travelodge (304)_3857,HotelReviews,100.0,0.0,226,225,477
NY The Iroquois (300)_4466,HotelReviews,100.0,0.0,151,151,322
Madison Concourse Hotel (337)_2449,HotelReviews,100.0,0.0,77,75,163
SF Renaissance Stanford Court (306)_4455,HotelReviews,100.0,0.0,95,95,201
NY TRYP by Windham Times Square (200)_5098,HotelReviews,100.0,0.0,42,42,89
SF The Presidio Travelodge (304)_3907,HotelReviews,100.0,0.0,104,104,219
NY The Surrey (300)_5043,HotelReviews,100.0,0.0,328,322,682
Madison DoubleTree (255)_2158,HotelReviews,100.0,0.0,185,184,391
SF  The Chancellor (303)_3685,HotelReviews,100.0,0.0,89,88,187
SF Renaissance Stanford Court (306)_4314,HotelReviews,100.0,0.0,47,47,102
NY The Surrey (300)_4814,HotelReviews,100.0,0.0,126,125,262
NY The Iroquois (300)_4481,HotelReviews,100.0,0.0,108,101,223
Madison Concourse Hotel (337)_2397,HotelReviews,100.0,0.0,70,70,152
SF The Presidio Travelodge (304)_4154,HotelReviews,100.0,0.0,266,266,553
NY TRYP by Windham Times Square (200)_5066,HotelReviews,100.0,0.0,32,32,68
Chicago - La Quinta Inn & Suites (235)_3541,HotelReviews,100.0,0.0,52,48,111
NY The Iroquois (300)_4494,HotelReviews,100.0,0.0,308,305,659
NY The Iroquois (300)_4746,HotelReviews,100.0,0.0,170,168,357
NY TRYP by Windham Times Square (200)_5163,HotelReviews,100.0,0.0,73,72,159
NY The Iroquois (300)_4630,HotelReviews,100.0,0.0,69,66,148
Chicago Radisson Blu Aqua (330)_3217,HotelReviews,100.0,0.0,110,106,237
Madison Concourse Hotel (337)_2442,HotelReviews,100.0,0.0,119,118,253
Chicago Radisson Blu Aqua (330)_2993,HotelReviews,100.0,0.0,52,50,112
SF  The Chancellor (303)_3565,HotelReviews,100.0,0.0,111,111,231
NY The Surrey (300)_4889,HotelReviews,100.0,0.0,116,115,257
Chicago Radisson Blu Aqua (330)_3123,HotelReviews,100.0,0.0,214,214,449
Chicago - La Quinta Inn & Suites (235)_3385,HotelReviews,100.0,0.0,49,49,102
SF  The Chancellor (303)_3635,HotelReviews,100.0,0.0,122,122,257
NY The Surrey (300)_4958,HotelReviews,100.0,0.0,49,49,104
Chicago Radisson Blu Aqua (330)_3086,HotelReviews,100.0,0.0,166,166,355
NY The Surrey (300)_4843,HotelReviews,100.0,0.0,324,320,669
Madison HotelRED (69)_2657,HotelReviews,100.0,0.0,81,80,174
NY TRYP by Windham Times Square (200)_5124,HotelReviews,100.0,0.0,38,38,81
Chicago The Talbott (309)_2747,HotelReviews,100.0,0.0,42,42,90
NY The Iroquois (300)_4654,HotelReviews,100.0,0.0,53,52,115
Chicago - La Quinta Inn & Suites (235)_3408,HotelReviews,100.0,0.0,63,63,129
NY The Iroquois (300)_4520,HotelReviews,100.0,0.0,128,125,273
SF  The Chancellor (303)_3724,HotelReviews,100.0,0.0,48,48,104
SF The Presidio Travelodge (304)_4018,HotelReviews,100.0,0.0,81,80,173
NY TRYP by Windham Times Square (200)_5158,HotelReviews,100.0,0.0,77,77,166
SF Renaissance Stanford Court (306)_4299,HotelReviews,100.0,0.0,367,367,780
Madison Concourse Hotel (337)_2377,HotelReviews,100.0,0.0,87,87,183
SF  The Chancellor (303)_3659,HotelReviews,100.0,0.0,62,62,132
Madison DoubleTree (255)_2074,HotelReviews,100.0,0.0,58,57,125
NY TRYP by Windham Times Square (200)_5122,HotelReviews,100.0,0.0,178,176,368
